98.128.173.1,57.70650100708008,11.967000007629395
81.171.5.232,51.96049880981445,4.5100998878479
95.217.120.165,60.17190170288086,24.93470001220703
84.17.46.26,52.37590026855469,4.897500038146973
45.134.142.200,25.76889991760254,-80.1946029663086
146.70.58.131,32.779701232910156,-96.80220031738281
91.193.6.10,45.4994010925293,-73.57029724121094
169.150.196.25,52.37590026855469,4.897500038146973
185.192.69.74,51.49639892578125,-0.12240000069141388
185.65.135.217,59.30979919433594,17.97960090637207
190.2.146.232,52.37590026855469,4.897500038146973
