159.196.12.218,0
41.57.95.30,0
182.188.87.152,0
62.195.39.31,0
176.159.46.160,0
209.122.195.243,0
188.120.84.118,0
149.57.29.27,0
188.82.155.236,0
124.237.181.201,0
181.89.73.238,0
103.59.74.118,0
103.59.74.112,1
195.154.166.20,0
73.49.42.222,0
197.237.67.106,0
41.138.91.187,0
94.27.151.175,0
154.20.91.106,0
37.252.88.39,0
124.237.181.75,2
192.184.248.248,0
37.19.213.119,0
212.93.108.141,0
82.84.59.96,0
86.127.154.171,0
154.125.59.32,0
41.218.223.180,0
45.11.62.143,0
188.156.77.75,0
185.149.90.19,0
37.120.207.206,1
37.167.36.183,0
43.231.28.136,0
14.8.131.34,0
49.204.124.214,0
99.253.224.109,0
99.247.17.214,0
98.159.37.117,0
67.245.240.245,0
120.19.72.128,0
172.118.26.92,0
74.15.157.3,0
73.55.79.192,0
49.42.81.248,0
107.178.28.77,0
177.10.5.66,0
27.74.126.25,0
102.222.181.191,0
172.93.177.60,0
192.145.117.160,0
45.201.188.24,0
77.247.178.185,0
193.34.156.179,0
192.145.116.247,0
124.120.247.221,0
128.90.200.21,0
89.136.181.21,0
46.120.169.85,0
152.208.53.187,0
41.203.217.125,0
148.72.164.140,0
136.144.17.230,16
50.4.148.171,0
86.49.182.254,0
203.177.136.182,0
218.107.55.253,30
183.82.115.155,0
71.183.216.130,0
185.149.90.19,0
159.196.12.218,0
181.118.37.230,0
222.125.188.144,0
184.66.4.169,0
112.208.99.10,0
124.237.181.203,0
87.167.0.46,0
73.218.164.220,0
124.237.181.136,19
41.216.201.69,0
103.95.112.205,0
207.35.139.230,0
14.8.131.34,0
109.78.141.253,0
37.120.207.206,1
163.5.123.94,0
119.167.161.107,0
209.122.195.243,0
45.134.140.149,0
68.186.101.13,0
180.190.14.181,0
41.218.223.180,0
131.255.23.244,0
45.132.159.25,0
51.15.168.48,0
190.101.219.249,0
46.232.211.248,0
100.15.110.227,0
