192.40.95.38,38.89400100708008,-77.0364990234375
185.212.171.125,52.3109016418457,4.945300102233887
129.0.102.27,6.0,12.5
174.128.180.163,41.88740158081055,-87.63179779052734
216.73.160.142,40.7156982421875,-74.0
177.99.191.107,-25.502599716186523,-49.29079818725586
64.145.79.202,40.7156982421875,-74.0
216.73.161.28,40.7156982421875,-74.0
62.109.1.109,55.73860168457031,37.6068000793457
89.36.76.68,52.51959991455078,13.406900405883789
154.22.57.15,45.45790100097656,-73.54930114746094
173.44.49.91,25.78059959411621,-80.18260192871094
192.145.116.74,39.04372024536133,-77.48748779296875
216.131.82.23,40.7156982421875,-74.0
83.136.182.164,39.73915100097656,-104.98470306396484
